generation,best_fitness
0,7.6258064534591155
1,6.913802970802474
2,6.084425273226036
3,5.0830882238494155
4,3.797858252240345
5,2.620096830777501
6,1.423473709668259
7,0.6609381276131971
8,0.6099028288907786
9,0.5875894809850505
10,0.5743070064870779
11,0.5934539966053841
12,0.6111616282338549
13,0.6312173481685579
14,0.6050699009998535
15,0.6162153958047699
16,0.6029176799587191
17,0.5955146435179561
18,0.6029825935086326
19,0.6410165719910015
20,0.5972496617424565
21,0.6067505896840402
22,0.5915761361781695
23,0.6144051703099195
24,0.6201387548996695
25,0.561758846329924
26,0.5936469349989736
27,0.5930594509602282
28,0.5926911686134718
29,0.5423936336352781
30,0.6004054796914013
31,0.5443443428781155
32,0.5055654800769993
33,0.4578376098057408
34,0.34366042842078054
35,0.3461116521779569
36,0.4141860619312999
37,0.4449807791059123
38,0.4585501537416672
39,0.5276850475510172
40,0.4369373482738529
41,0.43371474029979534
42,0.5285313093935875
43,0.39804637958422406
44,0.4167529829186958
45,0.2803104019920376
46,0.25809611355418577
47,0.2820688550854305
48,0.3262177933842786
49,0.4467172277922035
50,0.34362091959887786
51,0.43241142888239603
52,0.3891526452936022
53,0.39944777046450275
54,0.25765941624441574
55,0.2370883966206887
56,0.25868459770429336
57,0.37141590058143875
58,0.37612935140698445
59,0.3635175300063995
60,0.3785222237795639
61,0.3347810075565375
62,0.38659320371631417
63,0.324093663321501
64,0.3245993166631349
65,0.28890632958301427
66,0.2599673939711876
67,0.2690395068134499
68,0.3110948002972606
69,0.24334447771156079
70,0.21451004656819692
71,0.2234418691436714
72,0.2693578053707031
73,0.2270303391348793
74,0.18557633261796652
75,0.17067381228577996
76,0.18949993460901174
77,0.22637232663090706
78,0.29591287770886876
79,0.1720140627937475
80,0.24130174069758337
81,0.5873103963723593
82,0.21371924675992224
83,0.49188930114859286
84,0.36380985400996
85,0.2473162004140243
86,0.2226050753105499
87,0.3935577499826237
88,0.2488483349960146
89,0.259116645820518
90,0.30034012259224774
91,0.4036070961501902
92,0.31151633578199994
93,0.43428794722372627
94,0.31256691578585893
95,0.29247114961756226
96,0.2780357849934969
97,0.34409356951276315
98,0.24924856045278138
99,0.2445386545319543
