P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,FRT,NADtot,Atot,Cm,fm,kGPDH,best_fitness,best_generation
376.4397027803221,1.1212288915795847,0.008454779762195825,0.669618616358055,72.33991643945353,149.79544368149786,4.035025360847486,6.0492074247370455,76.96251302242351,171.85135657879633,6.128032384540475,98.18003539784623,9911.573514571217,158.9711520228323,8.052857695321,34.87687705787664,0.0018840866538162046,-0.03038368267516832,0.4212320261225408,2.1212817167635993,0.010010924762846622,1.1721796271019662,0.0010796569750693096,0.017040018277644293,0.0211997175497909,9291.875378899796,15986.229867401824,1.712478964066336,0.008239810205971138,0.0005357625021233316,0.2224428497468249,99
