P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,FRT,NADtot,Atot,Cm,fm,kGPDH,best_fitness,best_generation
417.1007109370875,0.9608723311445679,0.009894836213990234,0.621967873235003,104.47490176454032,177.72894193625768,4.162074763139718,6.119817013993901,93.27965814276637,184.26269391671,4.955609729306027,130.50140768162967,9286.52908953361,200.85453501292324,9.769992320177927,29.220938556766306,0.0018022965570549377,-0.029463713028408195,0.3248984067431959,2.0897085986944304,0.009103858095784637,1.0741538455878465,0.0009596822587014528,0.015932476267614723,0.03964298046341622,8016.851566461277,15237.55544924559,1.9230398018233383,0.010158966785167018,0.00044924415922815324,4.731560448271952,22
