P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,FRT,NADtot,Atot,Cm,fm,kGPDH,best_fitness,best_generation
408.79130345393173,0.8029980850988405,0.00776807639812476,0.3734213524770427,83.60594475464262,161.14476353102486,4.845930403509134,6.975249425061426,102.57691577959507,212.99214267092813,6.452573859713086,120.01920926247521,9868.872981335258,225.82549508304427,6.859862417066179,29.723140264314086,0.002012125827032118,-0.03234357591172596,0.4139958799670777,2.131265440369844,0.010411385121741312,0.9853523277584891,0.0013367812084959438,0.016510867147642855,0.02679680007520056,10824.762668873882,15538.569111044622,1.4757289033817134,0.007739162080103863,0.000570681307757278,0.20429665754590307,94
