P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,FRT,NADtot,Atot,Cm,fm,kGPDH,best_fitness,best_generation
416.8641119905426,1.0035609007336788,0.010059397272742972,0.6072165072938266,98.9241084549232,187.24753646143054,4.729545291421543,5.633276138595298,98.68200693171737,197.87823195581305,5.4169366830885775,127.01555191051852,9937.628323856665,158.51222353711256,8.221977667612512,30.715773710747715,0.0019914531696082266,-0.028593205738254496,0.3291269234543786,1.9830324219201454,0.010060711261036092,1.0537683336100498,0.001019273808912206,0.015977895441744747,0.03676225127358021,10057.934395145638,14843.108511721155,1.6789033616047093,0.00924486170949319,0.00047168171937057466,3.39854551345556,24
