P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,FRT,NADtot,Atot,Cm,fm,kGPDH,best_fitness,best_generation
450.54822135001206,1.0790602926766613,0.010167547167501258,0.502588232765056,76.58044409687923,195.20960942088672,4.107138737609582,4.969557796520935,97.93648865642258,206.65057961730102,5.835556041327803,123.55817977814692,10796.395294697482,154.99712186601502,10.200471554309539,40.69363876251054,0.0016528234961928154,-0.02913631478788744,0.39972057212932083,1.8553019718339592,0.009315865124099326,1.1673717574675517,0.001164744691131678,0.0157585375262295,0.03706113298021246,12136.299844796044,13655.256336155753,2.057867249796939,0.009287226827045563,0.0004099026815156937,0.17067381228577996,75
