t	NADH_m	ADP_m	deltaPsi	Ca_m	Ca_c	FBP
0.443	0.999763	1.00014	0.0559953	0.956315	0.0001	5
0.444	0.999762	1.00014	0.0540264	0.95622	0.0001	5
0.445	0.999762	1.00014	0.0520582	0.956124	0.0001	5
0.446	0.999761	1.00014	0.0500907	0.956028	0.0001	5
0.447	0.999761	1.00014	0.0481239	0.955933	0.0001	5
0.448	0.99976	1.00014	0.0461578	0.955837	0.0001	5
0.449	0.99976	1.00014	0.0441924	0.955741	0.0001	5
0.45	0.999759	1.00014	0.0422277	0.955646	0.0001	5
0.451	0.999758	1.00014	0.0402637	0.95555	0.0001	5
0.452	0.999758	1.00014	0.0383004	0.955454	0.0001	5
0.453	0.999757	1.00014	0.0363378	0.955359	0.0001	5
0.454	0.999757	1.00014	0.0343759	0.955263	0.0001	5
0.455	0.999756	1.00014	0.0324147	0.955168	0.0001	5
0.456	0.999756	1.00014	0.0304543	0.955072	0.0001	5
0.457	0.999755	1.00014	0.0284945	0.954977	0.0001	5
0.458	0.999755	1.00014	0.0265354	0.954881	0.0001	5
0.459	0.999754	1.00014	0.024577	0.954785	0.0001	5
0.46	0.999754	1.00014	0.0226193	0.95469	0.0001	5
0.461	0.999753	1.00014	0.0206624	0.954594	0.0001	5
0.462	0.999753	1.00014	0.0187061	0.954499	0.0001	5
0.463	0.999752	1.00014	0.0167505	0.954404	0.0001	5
0.464	0.999752	1.00014	0.0147956	0.954308	0.0001	5
0.465	0.999751	1.00014	0.0128415	0.954213	0.0001	5
0.466	0.99975	1.00014	0.010888	0.954117	0.0001	5
0.467	0.99975	1.00014	0.00893522	0.954022	0.0001	5
0.468	0.999749	1.00014	0.00698314	0.953926	0.0001	5
0.469	0.999749	1.00014	0.00503177	0.953831	0.0001	5
0.47	0.999748	1.00015	0.00308109	0.953736	0.0001	5
0.471	0.999748	1.00015	0.00113111	0.95364	0.0001	5
0.472	0.999747	1.00015	-0.00081817	0.953545	0.0001	5
0.473	0.999747	1.00015	-0.00276675	0.953449	0.0001	5
0.474	0.999746	1.00015	-0.00471463	0.953354	0.0001	5
0.475	0.999746	1.00015	-0.00666182	0.953259	0.0001	5
0.476	0.999745	1.00015	-0.0086083	0.953164	0.0001	5
0.477	0.999745	1.00015	-0.0105541	0.953068	0.0001	5
0.478	0.999744	1.00015	-0.0124992	0.952973	0.0001	5
0.479	0.999744	1.00015	-0.0144436	0.952878	0.0001	5
0.48	0.999743	1.00015	-0.0163873	0.952782	0.0001	5
0.481	0.999742	1.00015	-0.0183303	0.952687	0.0001	5
0.482	0.999742	1.00015	-0.0202726	0.952592	0.0001	5
0.483	0.999741	1.00015	-0.0222142	0.952497	0.0001	5
0.484	0.999741	1.00015	-0.0241551	0.952401	0.0001	5
0.485	0.99974	1.00015	-0.0260953	0.952306	0.0001	5
0.486	0.99974	1.00015	-0.0280348	0.952211	0.0001	5
0.487	0.999739	1.00015	-0.0299736	0.952116	0.0001	5
0.488	0.999739	1.00015	-0.0319117	0.952021	0.0001	5
0.489	0.999738	1.00015	-0.0338492	0.951926	0.0001	5
0.49	0.999738	1.00015	-0.0357859	0.95183	0.0001	5
0.491	0.999737	1.00015	-0.0377219	0.951735	0.0001	5
0.492	0.999737	1.00015	-0.0396573	0.95164	0.0001	5
0.493	0.999736	1.00015	-0.0415919	0.951545	0.0001	5
0.494	0.999735	1.00015	-0.0435258	0.95145	0.0001	5
0.495	0.999735	1.00015	-0.0454591	0.951355	0.0001	5
0.496	0.999734	1.00015	-0.0473916	0.95126	0.0001	5
0.497	0.999734	1.00015	-0.0493235	0.951165	0.0001	5
0.498	0.999733	1.00015	-0.0512547	0.95107	0.0001	5
0.499	0.999733	1.00015	-0.0531852	0.950975	0.0001	5
0.5	0.999732	1.00015	-0.0551149	0.95088	0.0001	5
0.501	0.999732	1.00015	-0.057044	0.950785	0.0001	5
0.502	0.999731	1.00016	-0.0589724	0.95069	0.0001	5
0.503	0.999731	1.00016	-0.0609001	0.950595	0.0001	5
0.504	0.99973	1.00016	-0.0628271	0.9505	0.0001	5
0.505	0.99973	1.00016	-0.0647534	0.950405	0.0001	5
0.506	0.999729	1.00016	-0.066679	0.95031	0.0001	5
0.507	0.999729	1.00016	-0.068604	0.950215	0.0001	5
0.508	0.999728	1.00016	-0.0705282	0.95012	0.0001	5
0.509	0.999727	1.00016	-0.0724517	0.950025	0.0001	5
0.51	0.999727	1.00016	-0.0743746	0.94993	0.0001	5
0.511	0.999726	1.00016	-0.0762967	0.949836	0.0001	5
0.512	0.999726	1.00016	-0.0782182	0.949741	0.0001	5
0.513	0.999725	1.00016	-0.080139	0.949646	0.0001	5
0.514	0.999725	1.00016	-0.082059	0.949551	0.0001	5
0.515	0.999724	1.00016	-0.0839784	0.949456	0.0001	5
0.516	0.999724	1.00016	-0.0858971	0.949361	0.0001	5
0.517	0.999723	1.00016	-0.0878151	0.949267	0.0001	5
0.518	0.999723	1.00016	-0.0897324	0.949172	0.0001	5
0.519	0.999722	1.00016	-0.0916491	0.949077	0.0001	5
0.52	0.999722	1.00016	-0.093565	0.948982	0.0001	5
0.521	0.999721	1.00016	-0.0954802	0.948887	0.0001	5
0.522	0.99972	1.00016	-0.0973948	0.948793	0.0001	5
0.523	0.99972	1.00016	-0.0993086	0.948698	0.0001	5
0.524	0.999719	1.00016	-0.101222	0.948603	0.0001	5
0.525	0.999719	1.00016	-0.103134	0.948509	0.0001	5
0.526	0.999718	1.00016	-0.105046	0.948414	0.0001	5
0.527	0.999718	1.00016	-0.106957	0.948319	0.0001	5
0.528	0.999717	1.00016	-0.108868	0.948225	0.0001	5
0.529	0.999717	1.00016	-0.110777	0.94813	0.0001	5
0.53	0.999716	1.00016	-0.112686	0.948035	0.0001	5
0.531	0.999716	1.00016	-0.114595	0.947941	0.0001	5
0.532	0.999715	1.00016	-0.116502	0.947846	0.0001	5
0.533	0.999715	1.00016	-0.118409	0.947751	0.0001	5
0.534	0.999714	1.00016	-0.120316	0.947657	0.0001	5
0.535	0.999714	1.00017	-0.122221	0.947562	0.0001	5
0.536	0.999713	1.00017	-0.124126	0.947468	0.0001	5
0.537	0.999712	1.00017	-0.12603	0.947373	0.0001	5
0.538	0.999712	1.00017	-0.127934	0.947279	0.0001	5
0.539	0.999711	1.00017	-0.129837	0.947184	0.0001	5
0.54	0.999711	1.00017	-0.131739	0.94709	0.0001	5
0.541	0.99971	1.00017	-0.13364	0.946995	0.0001	5
0.542	0.99971	1.00017	-0.135541	0.946901	0.0001	5
0.543	0.999709	1.00017	-0.137441	0.946806	0.0001	5
0.544	0.999709	1.00017	-0.13934	0.946712	0.0001	5
0.545	0.999708	1.00017	-0.141239	0.946617	0.0001	5
0.546	0.999708	1.00017	-0.143137	0.946523	0.0001	5
0.547	0.999707	1.00017	-0.145035	0.946428	0.0001	5
0.548	0.999707	1.00017	-0.146931	0.946334	0.0001	5
0.549	0.999706	1.00017	-0.148827	0.946239	0.0001	5
0.55	0.999705	1.00017	-0.150722	0.946145	0.0001	5
0.551	0.999705	1.00017	-0.152617	0.946051	0.0001	5
0.552	0.999704	1.00017	-0.154511	0.945956	0.0001	5
0.553	0.999704	1.00017	-0.156404	0.945862	0.0001	5
0.554	0.999703	1.00017	-0.158297	0.945768	0.0001	5
0.555	0.999703	1.00017	-0.160189	0.945673	0.0001	5
0.556	0.999702	1.00017	-0.16208	0.945579	0.0001	5
0.557	0.999702	1.00017	-0.16397	0.945485	0.0001	5
0.558	0.999701	1.00017	-0.16586	0.94539	0.0001	5
0.559	0.999701	1.00017	-0.167749	0.945296	0.0001	5
0.56	0.9997	1.00017	-0.169638	0.945202	0.0001	5
0.561	0.9997	1.00017	-0.171525	0.945108	0.0001	5
0.562	0.999699	1.00017	-0.173412	0.945013	0.0001	5
0.563	0.999699	1.00017	-0.175299	0.944919	0.0001	5
0.564	0.999698	1.00017	-0.177184	0.944825	0.0001	5
0.565	0.999697	1.00017	-0.179069	0.944731	0.0001	5
0.566	0.999697	1.00017	-0.180954	0.944636	0.0001	5
0.567	0.999696	1.00017	-0.182837	0.944542	0.0001	5
0.568	0.999696	1.00018	-0.18472	0.944448	0.0001	5
0.569	0.999695	1.00018	-0.186603	0.944354	0.0001	5
0.57	0.999695	1.00018	-0.188484	0.94426	0.0001	5
0.571	0.999694	1.00018	-0.190365	0.944166	0.0001	5
0.572	0.999694	1.00018	-0.192245	0.944072	0.0001	5
0.573	0.999693	1.00018	-0.194125	0.943977	0.0001	5
0.574	0.999693	1.00018	-0.196004	0.943883	0.0001	5
0.575	0.999692	1.00018	-0.197882	0.943789	0.0001	5
0.576	0.999692	1.00018	-0.199759	0.943695	0.0001	5
0.577	0.999691	1.00018	-0.201636	0.943601	0.0001	5
0.578	0.99969	1.00018	-0.203512	0.943507	0.0001	5
0.579	0.99969	1.00018	-0.205388	0.943413	0.0001	5
0.58	0.999689	1.00018	-0.207263	0.943319	0.0001	5
0.581	0.999689	1.00018	-0.209137	0.943225	0.0001	5
0.582	0.999688	1.00018	-0.21101	0.943131	0.0001	5
0.583	0.999688	1.00018	-0.212883	0.943037	0.0001	5
0.584	0.999687	1.00018	-0.214755	0.942943	0.0001	5
0.585	0.999687	1.00018	-0.216626	0.942849	0.0001	5
0.586	0.999686	1.00018	-0.218497	0.942755	0.0001	5
0.587	0.999686	1.00018	-0.220367	0.942661	0.0001	5
0.588	0.999685	1.00018	-0.222236	0.942567	0.0001	5
0.589	0.999685	1.00018	-0.224105	0.942473	0.0001	5
0.59	0.999684	1.00018	-0.225973	0.942379	0.0001	5
0.591	0.999684	1.00018	-0.22784	0.942286	0.0001	5
0.592	0.999683	1.00018	-0.229707	0.942192	0.0001	5
0.593	0.999682	1.00018	-0.231573	0.942098	0.0001	5
0.594	0.999682	1.00018	-0.233438	0.942004	0.0001	5
0.595	0.999681	1.00018	-0.235303	0.94191	0.0001	5
0.596	0.999681	1.00018	-0.237167	0.941816	0.0001	5
0.597	0.99968	1.00018	-0.23903	0.941722	0.0001	5
0.598	0.99968	1.00018	-0.240892	0.941629	0.0001	5
0.599	0.999679	1.00018	-0.242754	0.941535	0.0001	5
0.6	0.999679	1.00018	-0.244615	0.941441	0.0001	5
0.601	0.999678	1.00019	-0.246476	0.941347	0.0001	5
0.602	0.999678	1.00019	-0.248336	0.941254	0.0001	5
0.603	0.999677	1.00019	-0.250195	0.94116	0.0001	5
0.604	0.999677	1.00019	-0.252053	0.941066	0.0001	5
0.605	0.999676	1.00019	-0.253911	0.940972	0.0001	5
0.606	0.999675	1.00019	-0.255768	0.940879	0.0001	5
0.607	0.999675	1.00019	-0.257625	0.940785	0.0001	5
0.608	0.999674	1.00019	-0.259481	0.940691	0.0001	5
0.609	0.999674	1.00019	-0.261336	0.940598	0.0001	5
0.61	0.999673	1.00019	-0.26319	0.940504	0.0001	5
0.611	0.999673	1.00019	-0.265044	0.94041	0.0001	5
0.612	0.999672	1.00019	-0.266897	0.940317	0.0001	5
0.613	0.999672	1.00019	-0.268749	0.940223	0.0001	5
0.614	0.999671	1.00019	-0.270601	0.940129	0.0001	5
0.615	0.999671	1.00019	-0.272452	0.940036	0.0001	5
0.616	0.99967	1.00019	-0.274303	0.939942	0.0001	5
0.617	0.99967	1.00019	-0.276152	0.939849	0.0001	5
0.618	0.999669	1.00019	-0.278001	0.939755	0.0001	5
0.619	0.999669	1.00019	-0.27985	0.939661	0.0001	5
0.62	0.999668	1.00019	-0.281697	0.939568	0.0001	5
0.621	0.999667	1.00019	-0.283544	0.939474	0.0001	5
0.622	0.999667	1.00019	-0.285391	0.939381	0.0001	5
0.623	0.999666	1.00019	-0.287236	0.939287	0.0001	5
0.624	0.999666	1.00019	-0.289081	0.939194	0.0001	5
0.625	0.999665	1.00019	-0.290925	0.9391	0.0001	5
0.626	0.999665	1.00019	-0.292769	0.939007	0.0001	5
0.627	0.999664	1.00019	-0.294612	0.938913	0.0001	5
0.628	0.999664	1.00019	-0.296454	0.93882	0.0001	5
0.629	0.999663	1.00019	-0.298296	0.938727	0.0001	5
0.63	0.999663	1.00019	-0.300137	0.938633	0.0001	5
0.631	0.999662	1.00019	-0.301977	0.93854	0.0001	5
0.632	0.999662	1.00019	-0.303817	0.938446	0.0001	5
0.633	0.999661	1.0002	-0.305656	0.938353	0.0001	5
0.634	0.999661	1.0002	-0.307494	0.93826	0.0001	5
0.635	0.99966	1.0002	-0.309331	0.938166	0.0001	5
0.636	0.999659	1.0002	-0.311168	0.938073	0.0001	5
0.637	0.999659	1.0002	-0.313005	0.93798	0.0001	5
0.638	0.999658	1.0002	-0.31484	0.937886	0.0001	5
0.639	0.999658	1.0002	-0.316675	0.937793	0.0001	5
0.64	0.999657	1.0002	-0.318509	0.9377	0.0001	5
0.641	0.999657	1.0002	-0.320343	0.937606	0.0001	5
0.642	0.999656	1.0002	-0.322176	0.937513	0.0001	5
0.643	0.999656	1.0002	-0.324008	0.93742	0.0001	5
0.644	0.999655	1.0002	-0.325839	0.937327	0.0001	5
0.645	0.999655	1.0002	-0.32767	0.937233	0.0001	5
0.646	0.999654	1.0002	-0.3295	0.93714	0.0001	5
0.647	0.999654	1.0002	-0.33133	0.937047	0.0001	5
0.648	0.999653	1.0002	-0.333159	0.936954	0.0001	5
0.649	0.999652	1.0002	-0.334987	0.936861	0.0001	5
0.65	0.999652	1.0002	-0.336814	0.936767	0.0001	5
0.651	0.999651	1.0002	-0.338641	0.936674	0.0001	5
0.652	0.999651	1.0002	-0.340467	0.936581	0.0001	5
0.653	0.99965	1.0002	-0.342293	0.936488	0.0001	5
0.654	0.99965	1.0002	-0.344118	0.936395	0.0001	5
0.655	0.999649	1.0002	-0.345942	0.936302	0.0001	5
0.656	0.999649	1.0002	-0.347765	0.936209	0.0001	5
0.657	0.999648	1.0002	-0.349588	0.936115	0.0001	5
0.658	0.999648	1.0002	-0.35141	0.936022	0.0001	5
0.659	0.999647	1.0002	-0.353232	0.935929	0.0001	5
0.66	0.999647	1.0002	-0.355053	0.935836	0.0001	5
0.661	0.999646	1.0002	-0.356873	0.935743	0.0001	5
0.662	0.999646	1.0002	-0.358692	0.93565	0.0001	5
0.663	0.999645	1.0002	-0.360511	0.935557	0.0001	5
0.664	0.999644	1.0002	-0.362329	0.935464	0.0001	5
0.665	0.999644	1.0002	-0.364147	0.935371	0.0001	5
0.666	0.999643	1.00021	-0.365963	0.935278	0.0001	5
0.667	0.999643	1.00021	-0.36778	0.935185	0.0001	5
0.668	0.999642	1.00021	-0.369595	0.935092	0.0001	5
0.669	0.999642	1.00021	-0.37141	0.934999	0.0001	5
0.67	0.999641	1.00021	-0.373224	0.934906	0.0001	5
0.671	0.999641	1.00021	-0.375038	0.934813	0.0001	5
0.672	0.99964	1.00021	-0.37685	0.93472	0.0001	5
0.673	0.99964	1.00021	-0.378662	0.934628	0.0001	5
0.674	0.999639	1.00021	-0.380474	0.934535	0.0001	5
0.675	0.999639	1.00021	-0.382285	0.934442	0.0001	5
0.676	0.999638	1.00021	-0.384095	0.934349	0.0001	5
0.677	0.999637	1.00021	-0.385904	0.934256	0.0001	5
0.678	0.999637	1.00021	-0.387713	0.934163	0.0001	5
0.679	0.999636	1.00021	-0.389521	0.93407	0.0001	5
0.68	0.999636	1.00021	-0.391329	0.933978	0.0001	5
0.681	0.999635	1.00021	-0.393136	0.933885	0.0001	5
0.682	0.999635	1.00021	-0.394942	0.933792	0.0001	5
0.683	0.999634	1.00021	-0.396747	0.933699	0.0001	5
0.684	0.999634	1.00021	-0.398552	0.933606	0.0001	5
0.685	0.999633	1.00021	-0.400356	0.933514	0.0001	5
0.686	0.999633	1.00021	-0.40216	0.933421	0.0001	5
0.687	0.999632	1.00021	-0.403963	0.933328	0.0001	5
0.688	0.999632	1.00021	-0.405765	0.933235	0.0001	5
0.689	0.999631	1.00021	-0.407566	0.933143	0.0001	5
0.69	0.999631	1.00021	-0.409367	0.93305	0.0001	5
0.691	0.99963	1.00021	-0.411167	0.932957	0.0001	5
0.692	0.999629	1.00021	-0.412967	0.932865	0.0001	5
0.693	0.999629	1.00021	-0.414766	0.932772	0.0001	5
0.694	0.999628	1.00021	-0.416564	0.932679	0.0001	5
0.695	0.999628	1.00021	-0.418361	0.932587	0.0001	5
0.696	0.999627	1.00021	-0.420158	0.932494	0.0001	5
0.697	0.999627	1.00021	-0.421954	0.932401	0.0001	5
0.698	0.999626	1.00021	-0.42375	0.932309	0.0001	5
0.699	0.999626	1.00022	-0.425545	0.932216	0.0001	5
0.7	0.999625	1.00022	-0.427339	0.932124	0.0001	5
0.701	0.999625	1.00022	-0.429133	0.932031	0.0001	5
0.702	0.999624	1.00022	-0.430925	0.931938	0.0001	5
0.703	0.999624	1.00022	-0.432718	0.931846	0.0001	5
0.704	0.999623	1.00022	-0.434509	0.931753	0.0001	5
0.705	0.999622	1.00022	-0.4363	0.931661	0.0001	5
0.706	0.999622	1.00022	-0.43809	0.931568	0.0001	5
0.707	0.999621	1.00022	-0.43988	0.931476	0.0001	5
0.708	0.999621	1.00022	-0.441669	0.931383	0.0001	5
0.709	0.99962	1.00022	-0.443457	0.931291	0.0001	5
0.71	0.99962	1.00022	-0.445245	0.931198	0.0001	5
0.711	0.999619	1.00022	-0.447032	0.931106	0.0001	5
0.712	0.999619	1.00022	-0.448818	0.931014	0.0001	5
0.713	0.999618	1.00022	-0.450604	0.930921	0.0001	5
0.714	0.999618	1.00022	-0.452389	0.930829	0.0001	5
0.715	0.999617	1.00022	-0.454173	0.930736	0.0001	5
0.716	0.999617	1.00022	-0.455956	0.930644	0.0001	5
0.717	0.999616	1.00022	-0.457739	0.930551	0.0001	5
0.718	0.999616	1.00022	-0.459522	0.930459	0.0001	5
0.719	0.999615	1.00022	-0.461303	0.930367	0.0001	5
0.72	0.999614	1.00022	-0.463084	0.930274	0.0001	5
0.721	0.999614	1.00022	-0.464865	0.930182	0.0001	5
0.722	0.999613	1.00022	-0.466644	0.93009	0.0001	5
0.723	0.999613	1.00022	-0.468423	0.929997	0.0001	5
0.724	0.999612	1.00022	-0.470202	0.929905	0.0001	5
0.725	0.999612	1.00022	-0.47198	0.929813	0.0001	5
0.726	0.999611	1.00022	-0.473757	0.929721	0.0001	5
0.727	0.999611	1.00022	-0.475533	0.929628	0.0001	5
0.728	0.99961	1.00022	-0.477309	0.929536	0.0001	5
0.729	0.99961	1.00022	-0.479084	0.929444	0.0001	5
0.73	0.999609	1.00022	-0.480858	0.929352	0.0001	5
0.731	0.999609	1.00022	-0.482632	0.929259	0.0001	5
0.732	0.999608	1.00023	-0.484405	0.929167	0.0001	5
0.733	0.999607	1.00023	-0.486178	0.929075	0.0001	5
0.734	0.999607	1.00023	-0.487949	0.928983	0.0001	5
0.735	0.999606	1.00023	-0.489721	0.928891	0.0001	5
0.736	0.999606	1.00023	-0.491491	0.928798	0.0001	5
0.737	0.999605	1.00023	-0.493261	0.928706	0.0001	5
0.738	0.999605	1.00023	-0.49503	0.928614	0.0001	5
0.739	0.999604	1.00023	-0.496799	0.928522	0.0001	5
0.74	0.999604	1.00023	-0.498566	0.92843	0.0001	5
0.741	0.999603	1.00023	-0.500334	0.928338	0.0001	5
0.742	0.999603	1.00023	-0.5021	0.928246	0.0001	5
0.743	0.999602	1.00023	-0.503866	0.928154	0.0001	5
0.744	0.999602	1.00023	-0.505631	0.928062	0.0001	5
0.745	0.999601	1.00023	-0.507396	0.92797	0.0001	5
0.746	0.999601	1.00023	-0.50916	0.927878	0.0001	5
0.747	0.9996	1.00023	-0.510923	0.927786	0.0001	5
0.748	0.999599	1.00023	-0.512686	0.927693	0.0001	5
0.749	0.999599	1.00023	-0.514448	0.927601	0.0001	5
0.75	0.999598	1.00023	-0.516209	0.927509	0.0001	5
0.751	0.999598	1.00023	-0.51797	0.927418	0.0001	5
0.752	0.999597	1.00023	-0.51973	0.927326	0.0001	5
0.753	0.999597	1.00023	-0.521489	0.927234	0.0001	5
0.754	0.999596	1.00023	-0.523248	0.927142	0.0001	5
0.755	0.999596	1.00023	-0.525006	0.92705	0.0001	5
0.756	0.999595	1.00023	-0.526763	0.926958	0.0001	5
0.757	0.999595	1.00023	-0.52852	0.926866	0.0001	5
0.758	0.999594	1.00023	-0.530276	0.926774	0.0001	5
0.759	0.999594	1.00023	-0.532031	0.926682	0.0001	5
0.76	0.999593	1.00023	-0.533786	0.92659	0.0001	5
0.761	0.999592	1.00023	-0.53554	0.926498	0.0001	5
0.762	0.999592	1.00023	-0.537294	0.926406	0.0001	5
0.763	0.999591	1.00023	-0.539046	0.926315	0.0001	5
0.764	0.999591	1.00023	-0.540799	0.926223	0.0001	5
0.765	0.99959	1.00024	-0.54255	0.926131	0.0001	5
0.766	0.99959	1.00024	-0.544301	0.926039	0.0001	5
0.767	0.999589	1.00024	-0.546051	0.925947	0.0001	5
0.768	0.999589	1.00024	-0.547801	0.925856	0.0001	5
0.769	0.999588	1.00024	-0.54955	0.925764	0.0001	5
0.77	0.999588	1.00024	-0.551298	0.925672	0.0001	5
0.771	0.999587	1.00024	-0.553045	0.92558	0.0001	5
0.772	0.999587	1.00024	-0.554792	0.925489	0.0001	5
0.773	0.999586	1.00024	-0.556539	0.925397	0.0001	5
0.774	0.999586	1.00024	-0.558284	0.925305	0.0001	5
0.775	0.999585	1.00024	-0.560029	0.925213	0.0001	5
0.776	0.999584	1.00024	-0.561774	0.925122	0.0001	5
0.777	0.999584	1.00024	-0.563517	0.92503	0.0001	5
0.778	0.999583	1.00024	-0.56526	0.924938	0.0001	5
0.779	0.999583	1.00024	-0.567003	0.924847	0.0001	5
0.78	0.999582	1.00024	-0.568745	0.924755	0.0001	5
0.781	0.999582	1.00024	-0.570486	0.924663	0.0001	5
0.782	0.999581	1.00024	-0.572226	0.924572	0.0001	5
0.783	0.999581	1.00024	-0.573966	0.92448	0.0001	5
0.784	0.99958	1.00024	-0.575705	0.924389	0.0001	5
0.785	0.99958	1.00024	-0.577444	0.924297	0.0001	5
0.786	0.999579	1.00024	-0.579181	0.924205	0.0001	5
0.787	0.999579	1.00024	-0.580919	0.924114	0.0001	5
0.788	0.999578	1.00024	-0.582655	0.924022	0.0001	5
0.789	0.999578	1.00024	-0.584391	0.923931	0.0001	5
0.79	0.999577	1.00024	-0.586126	0.923839	0.0001	5
0.791	0.999576	1.00024	-0.587861	0.923748	0.0001	5
0.792	0.999576	1.00024	-0.589595	0.923656	0.0001	5
0.793	0.999575	1.00024	-0.591328	0.923565	0.0001	5
0.794	0.999575	1.00024	-0.593061	0.923473	0.0001	5
0.795	0.999574	1.00024	-0.594793	0.923382	0.0001	5
0.796	0.999574	1.00024	-0.596524	0.92329	0.0001	5
0.797	0.999573	1.00024	-0.598255	0.923199	0.0001	5
0.798	0.999573	1.00025	-0.599985	0.923108	0.0001	5
0.799	0.999572	1.00025	-0.601714	0.923016	0.0001	5
0.8	0.999572	1.00025	-0.603443	0.922925	0.0001	5
0.801	0.999571	1.00025	-0.605171	0.922833	0.0001	5
0.802	0.999571	1.00025	-0.606899	0.922742	0.0001	5
0.803	0.99957	1.00025	-0.608626	0.922651	0.0001	5
0.804	0.999569	1.00025	-0.610352	0.922559	0.0001	5
0.805	0.999569	1.00025	-0.612077	0.922468	0.0001	5
0.806	0.999568	1.00025	-0.613802	0.922376	0.0001	5
0.807	0.999568	1.00025	-0.615527	0.922285	0.0001	5
0.808	0.999567	1.00025	-0.61725	0.922194	0.0001	5
0.809	0.999567	1.00025	-0.618973	0.922103	0.0001	5
0.81	0.999566	1.00025	-0.620696	0.922011	0.0001	5
0.811	0.999566	1.00025	-0.622417	0.92192	0.0001	5
0.812	0.999565	1.00025	-0.624138	0.921829	0.0001	5
0.813	0.999565	1.00025	-0.625859	0.921737	0.0001	5
0.814	0.999564	1.00025	-0.627578	0.921646	0.0001	5
0.815	0.999564	1.00025	-0.629297	0.921555	0.0001	5
0.816	0.999563	1.00025	-0.631016	0.921464	0.0001	5
0.817	0.999563	1.00025	-0.632734	0.921372	0.0001	5
0.818	0.999562	1.00025	-0.634451	0.921281	0.0001	5
0.819	0.999561	1.00025	-0.636167	0.92119	0.0001	5
0.82	0.999561	1.00025	-0.637883	0.921099	0.0001	5
0.821	0.99956	1.00025	-0.639599	0.921008	0.0001	5
0.822	0.99956	1.00025	-0.641313	0.920917	0.0001	5
0.823	0.999559	1.00025	-0.643027	0.920825	0.0001	5
0.824	0.999559	1.00025	-0.64474	0.920734	0.0001	5
0.825	0.999558	1.00025	-0.646453	0.920643	0.0001	5
0.826	0.999558	1.00025	-0.648165	0.920552	0.0001	5
0.827	0.999557	1.00025	-0.649876	0.920461	0.0001	5
0.828	0.999557	1.00025	-0.651587	0.92037	0.0001	5
0.829	0.999556	1.00025	-0.653297	0.920279	0.0001	5
0.83	0.999556	1.00025	-0.655007	0.920188	0.0001	5
0.831	0.999555	1.00026	-0.656715	0.920097	0.0001	5
0.832	0.999554	1.00026	-0.658424	0.920006	0.0001	5
0.833	0.999554	1.00026	-0.660131	0.919915	0.0001	5
0.834	0.999553	1.00026	-0.661838	0.919824	0.0001	5
0.835	0.999553	1.00026	-0.663544	0.919733	0.0001	5
0.836	0.999552	1.00026	-0.66525	0.919642	0.0001	5
0.837	0.999552	1.00026	-0.666955	0.919551	0.0001	5
0.838	0.999551	1.00026	-0.668659	0.91946	0.0001	5
0.839	0.999551	1.00026	-0.670363	0.919369	0.0001	5
0.84	0.99955	1.00026	-0.672066	0.919278	0.0001	5
0.841	0.99955	1.00026	-0.673768	0.919187	0.0001	5
0.842	0.999549	1.00026	-0.67547	0.919096	0.0001	5
0.843	0.999549	1.00026	-0.677171	0.919005	0.0001	5
0.844	0.999548	1.00026	-0.678872	0.918914	0.0001	5
0.845	0.999548	1.00026	-0.680571	0.918823	0.0001	5
0.846	0.999547	1.00026	-0.682271	0.918732	0.0001	5
0.847	0.999546	1.00026	-0.683969	0.918641	0.0001	5
0.848	0.999546	1.00026	-0.685667	0.918551	0.0001	5
0.849	0.999545	1.00026	-0.687364	0.91846	0.0001	5
0.85	0.999545	1.00026	-0.689061	0.918369	0.0001	5
0.851	0.999544	1.00026	-0.690757	0.918278	0.0001	5
0.852	0.999544	1.00026	-0.692452	0.918187	0.0001	5
0.853	0.999543	1.00026	-0.694147	0.918096	0.0001	5
0.854	0.999543	1.00026	-0.695841	0.918006	0.0001	5
0.855	0.999542	1.00026	-0.697535	0.917915	0.0001	5
0.856	0.999542	1.00026	-0.699227	0.917824	0.0001	5
0.857	0.999541	1.00026	-0.700919	0.917733	0.0001	5
0.858	0.999541	1.00026	-0.702611	0.917643	0.0001	5
0.859	0.99954	1.00026	-0.704302	0.917552	0.0001	5
0.86	0.999539	1.00026	-0.705992	0.917461	0.0001	5
0.861	0.999539	1.00026	-0.707682	0.91737	0.0001	5
0.862	0.999538	1.00026	-0.709371	0.91728	0.0001	5
0.863	0.999538	1.00026	-0.711059	0.917189	0.0001	5
0.864	0.999537	1.00027	-0.712747	0.917098	0.0001	5
0.865	0.999537	1.00027	-0.714434	0.917008	0.0001	5
0.866	0.999536	1.00027	-0.71612	0.916917	0.0001	5
0.867	0.999536	1.00027	-0.717806	0.916826	0.0001	5
0.868	0.999535	1.00027	-0.719491	0.916736	0.0001	5
0.869	0.999535	1.00027	-0.721176	0.916645	0.0001	5
0.87	0.999534	1.00027	-0.72286	0.916555	0.0001	5
0.871	0.999534	1.00027	-0.724543	0.916464	0.0001	5
0.872	0.999533	1.00027	-0.726225	0.916373	0.0001	5
0.873	0.999533	1.00027	-0.727907	0.916283	0.0001	5
0.874	0.999532	1.00027	-0.729589	0.916192	0.0001	5
0.875	0.999531	1.00027	-0.731269	0.916102	0.0001	5
0.876	0.999531	1.00027	-0.732949	0.916011	0.0001	5
