t	FBP	Ca_c	NADH_m	Ca_m	deltaPsi	ATP_m	J_o
2.66235	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66237	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66238	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6624	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66242	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66243	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66245	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66247	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66248	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6625	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66252	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66253	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66255	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66257	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66258	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6626	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66262	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66263	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66265	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66267	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66268	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6627	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66272	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66273	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66275	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66277	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66278	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6628	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66282	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66283	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66285	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66287	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66288	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6629	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66292	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66293	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66295	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66297	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66298	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.663	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66302	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66303	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66305	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66307	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66308	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6631	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66312	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66313	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66315	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66317	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66318	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6632	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66322	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66323	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66325	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66327	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66328	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6633	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66332	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66333	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66335	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66337	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66338	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6634	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66342	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66343	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66345	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66347	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66348	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6635	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66352	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66353	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66355	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66357	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66358	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6636	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66362	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66363	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66365	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66367	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66368	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6637	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66372	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66373	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66375	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66377	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66378	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6638	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66382	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66383	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66385	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66387	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66388	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6639	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66392	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66393	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66395	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66397	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66398	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.664	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66402	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66403	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66405	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66407	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66408	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6641	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66412	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66413	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66415	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66417	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66418	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6642	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66422	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66423	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66425	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66427	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66428	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6643	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66432	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66433	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66435	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66437	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66438	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6644	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66442	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66443	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66445	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66447	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66448	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6645	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66452	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66453	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66455	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66457	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66458	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6646	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66462	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66463	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66465	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66467	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66468	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6647	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66472	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66473	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66475	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66477	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66478	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6648	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66482	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66483	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66485	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66487	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66488	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6649	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66492	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66493	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66495	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66497	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66498	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.665	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66502	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66503	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66505	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66507	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66508	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6651	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66512	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66513	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66515	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66517	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66518	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6652	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66522	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66523	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66525	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66527	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66528	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6653	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66532	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66533	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66535	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66537	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66538	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6654	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66542	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66543	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66545	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66547	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66548	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6655	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66552	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66553	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66555	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66557	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66558	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6656	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66562	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66563	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66565	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66567	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66568	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6657	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66572	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66573	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66575	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66577	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66578	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.6658	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66582	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66583	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66585	15	0.1	1663.07	0.0392873	165.467	4399.42	0.514709
2.66587	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66588	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6659	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66592	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66593	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66595	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66597	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66598	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.666	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66602	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66603	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66605	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66607	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66608	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6661	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66612	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66613	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66615	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66617	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66618	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6662	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66622	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66623	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66625	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66627	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66628	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6663	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66632	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66633	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66635	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66637	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66638	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6664	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66642	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66643	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66645	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66647	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66648	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6665	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66652	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66653	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66655	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66657	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66658	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6666	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66662	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66663	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66665	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66667	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66668	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6667	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66672	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66673	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66675	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66677	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66678	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6668	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66682	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66683	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66685	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66687	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66688	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6669	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66692	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66693	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66695	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66697	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66698	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.667	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66702	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66703	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66705	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66707	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66708	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6671	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66712	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66713	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66715	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66717	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66718	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6672	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66722	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66723	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66725	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66727	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66728	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6673	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66732	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66733	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66735	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66737	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66738	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6674	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66742	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66743	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66745	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66747	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66748	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6675	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66752	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66753	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66755	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66757	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66758	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6676	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66762	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66763	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66765	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66767	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66768	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6677	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66772	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66773	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66775	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66777	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66778	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6678	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66782	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66783	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66785	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66787	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66788	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6679	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66792	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66793	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66795	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66797	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66798	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.668	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66802	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66803	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66805	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66807	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66808	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6681	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66812	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66813	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66815	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66817	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66818	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6682	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66822	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66823	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66825	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66827	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66828	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6683	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66832	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66833	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66835	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66837	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66838	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6684	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66842	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66843	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66845	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66847	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66848	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6685	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66852	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66853	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66855	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66857	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66858	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6686	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66862	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66863	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66865	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66867	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66868	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.6687	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66872	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66873	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66875	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66877	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
2.66878	15	0.1	1663.08	0.0392873	165.467	4399.42	0.514709
