t	FBP	Ca_c	NADH_m	Ca_m	deltaPsi	ATP_m	J_o
0.44915	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449167	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449183	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4492	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449217	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449233	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.44925	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449267	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449283	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4493	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449317	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449333	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.44935	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449367	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449383	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4494	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449417	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449433	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.44945	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449467	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449483	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4495	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449517	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449533	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.44955	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449567	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449583	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4496	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449617	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449633	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.44965	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449667	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449683	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4497	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449717	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449733	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.44975	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449767	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449783	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4498	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449817	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449833	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.44985	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449867	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449883	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4499	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449917	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449933	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.44995	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449967	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.449983	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450017	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450033	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45005	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450067	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450083	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4501	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450117	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450133	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45015	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450167	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450183	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4502	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450217	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450233	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45025	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450267	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450283	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4503	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450317	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450333	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45035	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450367	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450383	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4504	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450417	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450433	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45045	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450467	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450483	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4505	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450517	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450533	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45055	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450567	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450583	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4506	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450617	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450633	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45065	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450667	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450683	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4507	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450717	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450733	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45075	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450767	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450783	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4508	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450817	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450833	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45085	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450867	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450883	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4509	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450917	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450933	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45095	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450967	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.450983	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451017	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451033	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45105	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451067	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451083	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4511	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451117	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451133	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45115	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451167	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451183	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4512	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451217	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451233	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45125	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451267	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451283	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4513	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451317	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451333	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45135	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451367	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451383	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4514	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451417	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451433	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45145	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451467	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451483	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4515	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451517	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451533	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45155	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451567	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451583	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4516	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451617	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451633	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45165	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451667	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451683	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4517	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451717	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451733	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45175	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451767	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451783	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4518	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451817	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451833	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45185	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451867	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451883	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4519	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451917	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451933	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45195	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451967	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.451983	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452017	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452033	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45205	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452067	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452083	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4521	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452117	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452133	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45215	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452167	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452183	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4522	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452217	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452233	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45225	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452267	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452283	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4523	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452317	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452333	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45235	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452367	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452383	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4524	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452417	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452433	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45245	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452467	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452483	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4525	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452517	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452533	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45255	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452567	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452583	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4526	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452617	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452633	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45265	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452667	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452683	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4527	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452717	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452733	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45275	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452767	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452783	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4528	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452817	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452833	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45285	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452867	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452883	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4529	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452917	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452933	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45295	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452967	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.452983	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453017	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453033	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45305	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453067	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453083	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4531	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453117	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453133	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45315	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453167	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453183	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4532	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453217	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453233	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45325	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453267	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453283	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4533	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453317	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453333	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45335	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453367	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453383	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4534	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453417	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453433	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45345	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453467	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453483	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4535	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453517	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453533	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45355	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453567	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453583	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4536	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453617	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453633	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45365	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453667	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453683	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4537	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453717	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453733	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45375	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453767	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453783	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4538	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453817	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453833	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45385	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453867	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453883	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4539	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453917	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453933	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45395	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453967	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.453983	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454017	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454033	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45405	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454067	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454083	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4541	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454117	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454133	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45415	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454167	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454183	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4542	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454217	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454233	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45425	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454267	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454283	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4543	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454317	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454333	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45435	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454367	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454383	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4544	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454417	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454433	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45445	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454467	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454483	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4545	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454517	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454533	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45455	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454567	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454583	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4546	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454617	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454633	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45465	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454667	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454683	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4547	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454717	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454733	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45475	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454767	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454783	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4548	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454817	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454833	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45485	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454867	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454883	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4549	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454917	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454933	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45495	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454967	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.454983	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455017	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455033	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45505	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455067	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455083	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4551	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455117	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455133	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45515	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455167	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455183	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4552	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455217	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455233	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45525	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455267	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455283	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4553	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455317	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455333	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45535	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455367	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455383	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4554	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455417	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455433	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45545	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455467	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455483	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.4555	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455517	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455533	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.45555	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455567	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
0.455583	1	0.1	35.7363	0.0369704	152.24	1685.86	0.156857
