P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,FRT,NADtot,Atot,Cm,fm,kGPDH,best_fitness,best_generation
420.18351253905655,1.089907960932892,0.0075066659268393345,0.5696906647814194,72.49685043171354,176.3618250037679,4.489583636998356,5.507001593237396,76.20417806335308,186.307853565273,4.011778905610658,150.6086485231294,10486.36683820237,172.54315771697142,8.963669006555225,24.978881291623647,0.0025502710558897345,-0.0296814618649722,0.40937439772256007,1.4992759999069263,0.009919949985028962,1.0938666162739838,0.0012626958729849897,0.016688589302810326,0.036411464703464375,8601.853978551362,13484.12097608297,1.8223261946692608,0.00963346876183028,0.00035648362396409913,0.1381094596297218,0
