P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,FRT,NADtot,Atot,Cm,fm,kGPDH,best_fitness,best_generation
440.6568790072972,1.0129605948362388,0.008141218221661741,0.664203528029258,91.25655609888992,179.66508586399698,4.394526460681278,5.824238421960652,92.41290695883256,186.82344676510894,4.178538194741121,133.87507314690242,11421.412445295999,183.92955781624443,8.024675531309118,31.920542815511013,0.0019804000436175473,-0.03173258151185394,0.37446267096823355,1.6697882431327564,0.00987233650423791,1.0606762001164023,0.001228042924411009,0.01631083586639094,0.03947070243829462,9309.787973114142,14585.527336899142,1.8178533856415755,0.008851301985437475,0.00041966677638308636,0.09897288532831712,3
